area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1025.0,2.0,0.0,37.0,3,3609.756097560976
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,SaeneSe,1124.0,3.0,2.0,80.0,2,7117.437722419929
Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,54.59,2,5394.268774703557
Super built-up  Area,Ready To Move,Giri Nagar,7 BHK,Bancyri,4500.0,5.0,3.0,250.0,7,5555.555555555556
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,i1rtsCo,871.0,2.0,2.0,55.0,2,6314.580941446613
Built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Mae 2ow,1020.0,2.0,2.0,40.0,2,3921.5686274509803
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,3.0,73.5,3,4741.935483870968
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410.0,2.0,2.0,80.0,3,5673.758865248227
Plot  Area,18-Dec,Chikka Tirupathi,4 Bedroom,Theanmp,3500.0,5.0,3.0,150.0,4,4285.714285714285
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1118.0,2.0,1.0,75.0,2,6708.4078711985685
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098.0,2.0,1.0,68.0,2,6193.078324225865
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Trurea ,1145.0,2.0,2.0,75.0,2,6550.218340611354
Super built-up  Area,Ready To Move,Balaji Gardens Layout,2 BHK,GSnts A,1051.0,2.0,1.0,33.0,2,3139.8667935299713
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478.0,2.0,2.0,125.0,2,8457.374830852503
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823.0,2.0,1.0,50.63,2,6151.883353584447
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991.0,4.0,2.0,100.0,3,5022.601707684581
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,115.0,3,6590.25787965616
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450.0,2.0,1.0,58.0,2,4000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,95.84,3,5200.217037438958
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Binorn ,1132.0,2.0,2.0,42.0,2,3710.2473498233217
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1375.0,2.0,2.0,80.0,2,5818.181818181818
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760.0,1.0,2.0,50.3,1,6618.421052631579
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,45.0,2,4901.9607843137255
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372.0,2.0,1.0,61.0,2,4446.064139941691
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728.0,3.0,2.0,95.0,3,5497.685185185185
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215.0,3.0,1.0,275.0,3,12415.349887133183
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Crentt ,1200.0,2.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1455.0,2.0,2.0,56.0,3,3848.7972508591065
Super built-up  Area,20-Aug, Rachenahalli,1 RK,AsNowre,440.0,1.0,0.0,28.0,1,6363.636363636364
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500.0,3.0,2.0,97.0,3,6466.666666666667
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1225.0,2.0,1.0,53.55,2,4371.428571428572
Built-up  Area,Ready To Move,Electronic City,3 BHK,Itelaa ,880.0,2.0,1.0,18.0,3,2045.4545454545455
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005.0,2.0,1.0,42.0,2,4179.104477611941
Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562.0,3.0,2.0,103.0,3,6594.110115236876
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,5000.0,5.0,2.0,395.0,4,7900.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190.0,2.0,2.0,67.0,2,5630.252100840336
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,KsonsCa,1070.0,2.0,2.0,50.0,2,4672.897196261682
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020.0,2.0,1.0,42.48,2,4164.705882352941
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1300.0,2.0,1.0,49.0,3,3769.230769230769
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420.0,2.0,1.0,123.0,2,8661.971830985916
Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069.0,3.0,2.0,65.4,3,6117.867165575305
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1900.0,3.0,3.0,123.0,3,6473.684210526316
Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655.0,2.0,1.0,97.65,2,5900.302114803625
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155.0,2.0,2.0,40.42,2,3499.5670995670994
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1300.0,2.0,2.0,70.0,3,5384.615384615385
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Amhidte,1100.0,2.0,2.0,45.0,2,4090.909090909091
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Arensh ,1030.0,2.0,2.0,42.0,2,4077.669902912621
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,2105.0,2.0,1.0,70.2,2,3334.916864608076
Built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1700.0,3.0,2.0,126.0,3,7411.764705882353
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760.0,3.0,2.0,139.0,3,7897.727272727273
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Haaceal,912.0,2.0,1.0,55.0,2,6030.701754385965
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535.0,3.0,1.0,55.0,3,3583.061889250814
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,63.2,2,6884.531590413943
Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1500.0,2.0,3.0,70.0,3,4666.666666666667
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476.0,3.0,0.0,89.0,3,6029.810298102981
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saityat,606.0,1.0,0.0,34.78,1,5739.273927392739
Built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,AdingSV,527.0,1.0,0.0,26.0,1,4933.586337760911
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,Drerspe,1300.0,2.0,2.0,80.0,2,6153.846153846154
Built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1140.0,2.0,1.0,75.2,2,6596.491228070176
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321.0,4.0,1.0,128.0,3,5514.864282636794
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1725.0,3.0,3.0,90.0,3,5217.391304347826
Super built-up  Area,18-May,Hebbal,4 BHK,SNontle,3067.0,4.0,1.0,310.0,4,10107.597000326052
Super built-up  Area,18-Mar,Hennur Road,3 BHK,Koagati,1186.0,2.0,1.0,63.0,3,5311.973018549747
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1230.0,2.0,1.0,85.0,2,6910.569105691057
Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660.0,1.0,1.0,54.0,1,8181.818181818182
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,Tinori ,1036.0,2.0,2.0,105.0,2,10135.135135135135
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Teilsaf,1100.0,2.0,1.0,70.0,2,6363.636363636364
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,GaicaVe,1015.0,2.0,1.0,56.0,2,5517.241379310345
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Ceste C,2167.0,3.0,3.0,170.0,3,7844.946931241348
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1165.0,2.0,2.0,75.0,2,6437.768240343347
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,NDclenn,1274.0,2.0,2.0,70.0,2,5494.505494505494
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151.0,2.0,2.0,39.02,2,3390.095569070374
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1626.0,2.0,2.0,120.0,3,7380.073800738008
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Spensas,1570.0,2.0,2.0,65.0,3,4140.127388535032
Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780.0,2.0,2.0,25.0,2,3205.128205128205
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,904.0,2.0,1.0,30.0,2,3318.5840707964603
Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,ALtonea,1121.0,2.0,1.0,43.72,2,3900.0892060660126
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1385.0,2.0,2.0,58.17,3,4200.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270.0,2.0,1.0,69.85,2,5499.999999999999
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,56.0,3,3862.0689655172414
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580.0,3.0,3.0,53.56,3,3389.8734177215188
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Teire G,1111.0,2.0,1.0,50.0,2,4500.450045004501
Super built-up  Area,Ready To Move,Varthur,2 BHK,Maine J,977.0,2.0,2.0,36.0,2,3684.74923234391
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2540.0,4.0,1.0,115.0,4,4527.55905511811
Super built-up  Area,17-Dec,Jakkur,2 BHK,BrdgeNo,1290.0,2.0,1.0,100.0,2,7751.937984496124
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795.0,2.0,1.0,32.54,2,4093.0817610062895
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,1.0,1.0,35.0,2,5000.0
Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463.0,1.0,1.0,142.0,2,9706.083390293916
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1670.0,3.0,0.0,135.0,4,8083.832335329342
Built-up  Area,Ready To Move,Jayanagar,3 BHK,Rathira,1875.0,2.0,3.0,235.0,3,12533.333333333334
Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,90.0,3,7500.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2065.0,4.0,1.0,210.0,3,10169.49152542373
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1225.0,3.0,1.0,40.0,3,3265.3061224489797
Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,1185.5,2.0,0.0,58.68,2,4949.810206663855
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Trows M,900.0,2.0,2.0,56.0,2,6222.222222222223
Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1350.0,2.0,1.0,91.0,2,6740.740740740741
Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,Baowsig,700.0,1.0,0.0,36.0,1,5142.857142857143
Super built-up  Area,18-Jun,Mysore Road,2 BHK,Gopia O,1005.0,2.0,0.0,35.175,2,3499.9999999999995
Carpet  Area,Ready To Move,LB Shastri Nagar,2 BHK,CharkR ,1043.0,2.0,2.0,55.0,2,5273.250239693192
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Diaveic,1040.0,2.0,2.0,46.0,2,4423.076923076923
Super built-up  Area,Ready To Move,Tindlu,3 BHK,Shmolti,1357.0,2.0,2.0,65.0,3,4789.977892409727
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1549.0,3.0,2.0,65.0,3,4196.255648805681
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Goandn ,1400.0,2.0,2.0,100.0,2,7142.857142857143
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1080.0,2.0,2.0,50.0,2,4629.62962962963
Built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1180.0,2.0,2.0,100.0,2,8474.57627118644
Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,1800.0,3.0,2.0,150.0,3,8333.333333333334
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225.0,2.0,1.0,67.38,2,5500.408163265306
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1005.0,2.0,1.0,39.59,2,3939.303482587065
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1320.0,2.0,1.0,95.0,2,7196.969696969697
Super built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1110.0,2.0,2.0,51.0,2,4594.594594594595
Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,65.35,2,5793.439716312056
Super built-up  Area,22-May,Jakkur,2 BHK,SoineC ,1452.19,2.0,1.0,100.0,2,6886.151261198604
Super built-up  Area,18-Jul,Banashankari,3 BHK,Rallse ,2600.0,4.0,1.0,135.0,3,5192.307692307692
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,Sowerew,2500.0,4.0,2.0,325.0,3,13000.0
Built-up  Area,Ready To Move,Soundarya Layout,2 BHK,Goe 3la,960.0,2.0,2.0,32.0,2,3333.3333333333335
Built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,735.0,2.0,1.0,35.0,2,4761.9047619047615
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,Pumesim,2849.0,5.0,0.0,300.0,5,10530.01053001053
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420.0,2.0,1.0,99.39,2,6999.295774647887
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,850.0,1.0,1.0,32.0,2,3764.705882352941
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575.0,2.0,2.0,110.0,3,6984.126984126984
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418.0,2.0,2.0,104.0,2,7334.273624823695
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,GSideS ,1065.0,2.0,1.0,42.6,2,4000.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160.0,2.0,1.0,33.5,2,2887.9310344827586
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1455.0,3.0,1.0,61.5,3,4226.80412371134
Super built-up  Area,18-Jun,Abbigere,1 BHK,DSestma,734.0,1.0,0.0,19.82,1,2700.272479564033
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,799.0,2.0,1.0,38.0,2,4755.944931163955
Super built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100.0,2.0,1.0,48.0,2,4363.636363636364
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,65.0,2,5762.41134751773
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875.0,3.0,2.0,864.0,3,22296.774193548386
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1098.0,2.0,1.0,43.91,2,3999.089253187614
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Sancya ,1460.0,3.0,2.0,88.0,3,6027.397260273972
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091.0,2.0,1.0,32.0,2,2933.0889092575617
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Inurave,1180.0,2.0,3.0,42.0,2,3559.322033898305
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,PrityFa,1366.0,3.0,1.0,76.85,2,5625.915080527086
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1685.0,3.0,2.0,95.0,3,5637.982195845697
Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,3.0,100.0,2,7936.507936507936
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Chpana ,3010.0,3.0,2.0,200.0,3,6644.518272425249
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346.0,2.0,1.0,96.17,2,7144.873699851411
Super built-up  Area,18-Aug,Chandapura,1 BHK,Dhowsyo,630.0,1.0,0.0,13.86,1,2200.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850.0,3.0,2.0,140.0,3,7567.5675675675675
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755.0,1.0,1.0,34.0,2,4503.311258278146
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,4235.0,4.0,2.0,365.0,4,8618.654073199528
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250.0,3.0,1.0,195.0,3,8666.666666666666
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1352.0,2.0,2.0,68.0,2,5029.585798816568
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2002.0,3.0,2.0,112.0,3,5594.4055944055945
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,FeowsMe,4000.0,5.0,1.0,280.0,4,7000.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060.0,2.0,2.0,45.0,2,4245.2830188679245
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2.0,1.0,59.0,3,4156.129586711656
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,51.15,2,4276.755852842809
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Shitt S,1595.0,3.0,2.0,75.0,3,4702.194357366771
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260.0,2.0,3.0,75.0,2,5952.380952380952
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Asneren,1550.0,2.0,2.0,140.0,2,9032.258064516129
Plot  Area,18-Dec,Electronic City,4 Bedroom,Janaala,4000.0,5.0,1.0,150.0,4,3750.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662.0,3.0,2.0,85.0,3,5114.320096269555
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862.0,3.0,2.0,119.0,3,6390.977443609023
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419.0,2.0,2.0,48.0,2,3382.663847780127
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560.0,2.0,2.0,62.4,3,4000.0
Super built-up  Area,19-Nov,Thanisandra,3 BHK,Bhe 2ko,1634.0,3.0,3.0,78.0,3,4773.561811505508
Plot  Area,Ready To Move,Ambedkar Nagar,5 Bedroom,Thessrm,5530.0,5.0,3.0,627.0,5,11338.155515370705
Super built-up  Area,17-Dec,Nagavarapalya,2 BHK,PuonsSe,1392.0,2.0,1.0,99.0,2,7112.068965517241
Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1798.0,3.0,1.0,120.0,3,6674.082313681869
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Veisear,1675.0,3.0,3.0,75.0,3,4477.611940298508
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1700.0,3.0,2.0,124.0,3,7294.117647058823
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1248.0,2.0,1.0,69.0,2,5528.846153846154
Built-up  Area,Ready To Move,Kalkere,2 BHK,Sanetra,1147.0,2.0,1.0,54.0,2,4707.933740191805
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,HintsAp,1100.0,2.0,2.0,40.0,2,3636.3636363636365
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Rancy R,1527.0,3.0,2.0,115.0,3,7531.106745252128
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,25.0,1,4761.9047619047615
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RohtsHe,1100.0,2.0,3.0,58.0,2,5272.727272727273
Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,Krestee,2100.0,3.0,1.0,75.0,3,3571.4285714285716
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1332.0,2.0,1.0,79.0,2,5930.930930930931
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TRensre,1200.0,2.0,2.0,50.0,2,4166.666666666667
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,47.4,2,3788.968824940048
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,45.0,2,5096.262740656852
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Tencyes,1400.0,2.0,3.0,67.0,3,4785.714285714285
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800.0,3.0,3.0,260.0,3,14444.444444444445
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703.0,3.0,2.0,113.0,3,6635.3493834409865
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,933.0,2.0,2.0,43.0,2,4608.788853161844
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1262.0,2.0,1.0,75.0,2,5942.947702060222
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,915.0,2.0,2.0,48.0,2,5245.901639344263
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370.0,2.0,2.0,61.5,3,4489.051094890511
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Shise P,1210.0,2.0,3.0,55.0,2,4545.454545454545
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2392.0,4.0,2.0,260.0,3,10869.565217391304
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MNlam G,1445.0,2.0,3.0,40.31,3,2789.61937716263
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300.0,2.0,1.0,55.0,3,4230.7692307692305
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1300.0,2.0,1.0,85.0,2,6538.461538461538
Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185.0,2.0,2.0,30.22,3,2550.2109704641352
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maity W,1385.0,2.0,1.0,83.09,2,5999.27797833935
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1149.0,2.0,1.0,75.0,2,6527.415143603133
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180.0,3.0,2.0,170.0,3,7798.165137614679
Plot  Area,Ready To Move,Thurahalli,5 Bedroom,Jalot C,1200.0,5.0,0.0,195.0,5,16250.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1818.0,3.0,1.0,135.0,3,7425.742574257426
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640.0,3.0,2.0,241.0,3,14695.121951219513
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1350.0,2.0,2.0,54.6,3,4044.4444444444443
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1430.0,2.0,2.0,113.0,2,7902.097902097902
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Clell D,1084.0,2.0,3.0,55.0,2,5073.8007380073805
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1186.0,2.0,1.0,56.0,3,4721.753794266442
Built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1255.0,2.0,2.0,50.0,2,3984.06374501992
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,SoronSa,3400.0,5.0,3.0,240.0,4,7058.823529411765
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541.0,3.0,1.0,69.84,3,4532.121998702141
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596.0,5.0,1.0,282.0,4,7842.046718576195
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,NaonySy,1295.0,2.0,2.0,70.0,2,5405.405405405405
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370.0,2.0,2.0,54.79,3,3999.2700729927005
Super built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1100.0,2.0,1.0,40.0,2,3636.3636363636365
Super built-up  Area,18-Apr,Hebbal,4 BHK,Emceske,4772.0,6.0,2.0,510.0,4,10687.34283319363
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370.0,2.0,1.0,170.0,2,12408.759124087592
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSillto,1200.0,2.0,2.0,62.0,2,5166.666666666667
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1178.0,2.0,3.0,73.0,2,6196.9439728353145
Super built-up  Area,Ready To Move,Dasanapura,3 BHK,Tavenew,1286.0,3.0,2.0,61.44,3,4777.604976671851
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,42.0,2,3620.689655172414
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,55.0,2,5991.285403050109
Super built-up  Area,21-Dec,Electronic City,3 BHK,KonteiT,1563.0,3.0,2.0,91.84,3,5875.879718490083
Super built-up  Area,17-Dec,Hebbal,4 BHK,Cehosy ,3960.0,5.0,3.0,386.0,4,9747.474747474747
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,JaaldEm,1325.0,2.0,2.0,50.0,2,3773.5849056603774
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Whosone,1100.0,2.0,1.0,44.0,2,4000.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875.0,3.0,2.0,800.0,3,20645.16129032258
